"id_reserva","id_cliente","GeographyKey","CurrencyKey","tipo_habitacion","noches","monto_reserva_origen","canal_reserva","cancelo_reserva"
"RES08984","CAM08033",17,37,"Standard",1,4628.53,"Booking","No"
"RES08985","CAM01195",303,67,"Suite Ejecutiva",7,1311.17,"Web","No"
"RES08986","CAM02896",410,66,"Junior Suite",4,2026.94,"App","No"
"RES08987","CAM06843",239,14,"Suite Presidencial",5,4409.53,"Booking","No"
"RES08988","CAM09285",130,61,"Deluxe",12,4440.37,"Web","No"
"RES08989","CAM09332",331,81,"Standard",4,4579.95,"Web","No"
"RES08990","CAM06837",333,91,"Standard",13,2434.06,"Web","No"
"RES08991","CAM07501",63,26,"Deluxe",4,449.56,"Booking","No"
"RES08992","CAM01677",347,61,"Standard",10,190.01,"Booking","No"
"RES08993","CAM08893",420,46,"Deluxe",13,3222.01,"App","No"
"RES08994","CAM00671",64,25,"Standard",13,4352.01,"Call Center","No"
"RES08995","CAM03189",534,33,"Standard",5,629.17,"Booking","No"
"RES08996","CAM01737",322,47,"Suite Ejecutiva",13,3447.85,"App","No"
"RES08997","CAM03838",307,18,"Standard",8,188.49,"Booking","No"
"RES08998","CAM09369",339,50,"Deluxe",7,2829.44,"Web","No"
"RES08999","CAM02793",85,34,"Deluxe",9,4816.48,"App","No"
"RES09000","CAM07816",148,10,"Standard",12,3031.18,"Agencia","Si"
"RES09001","CAM06068",57,42,"Suite Ejecutiva",9,1353.36,"App","No"
"RES09002","CAM09029",638,97,"Deluxe",3,2009.64,"Web","No"
"RES09003","CAM09275",219,16,"Junior Suite",3,588.25,"Booking","No"
"RES09004","CAM09439",624,65,"Suite Ejecutiva",4,3832.38,"App","No"
"RES09005","CAM04659",264,101,"Standard",7,224.22,"Booking","Si"
"RES09006","CAM08034",351,36,"Junior Suite",6,866.77,"Call Center","No"
"RES09007","CAM04149",98,71,"Suite Presidencial",8,2975.59,"App","No"
"RES09008","CAM00506",306,40,"Junior Suite",12,952.38,"Booking","No"
"RES09009","CAM00811",445,76,"Junior Suite",8,1172.61,"Web","No"
"RES09010","CAM08934",397,61,"Standard",8,2641.18,"Expedia","No"
"RES09011","CAM08140",6,93,"Deluxe",3,3647.1,"Web","No"
"RES09012","CAM08442",358,13,"Standard",4,4260.3,"Booking","Si"
"RES09013","CAM06477",579,5,"Standard",14,1683.7,"Web","No"
"RES09014","CAM03403",60,19,"Standard",5,4079.91,"Web","No"
"RES09015","CAM00616",53,75,"Deluxe",3,683.58,"Booking","No"
"RES09016","CAM00852",431,65,"Deluxe",11,1332.34,"App","No"
"RES09017","CAM05562",332,80,"Standard",9,1908.42,"Booking","Si"
"RES09018","CAM09201",466,35,"Junior Suite",12,280.15,"Web","No"
"RES09019","CAM03877",294,75,"Junior Suite",2,2784.13,"Web","No"
"RES09020","CAM03479",134,84,"Standard",10,2895.43,"App","No"
"RES09021","CAM00872",648,44,"Standard",7,1410.9,"Agencia","No"
"RES09022","CAM03933",29,50,"Deluxe",8,4750.7,"Web","No"
"RES09023","CAM07036",575,71,"Standard",8,3802.48,"Agencia","No"
"RES09024","CAM01252",652,98,"Standard",10,4135.42,"Agencia","No"
"RES09025","CAM01504",323,35,"Suite Presidencial",14,552.94,"Web","No"
"RES09026","CAM03366",115,96,"Standard",3,1417.34,"Web","No"
"RES09027","CAM02682",431,43,"Suite Presidencial",8,3937.4,"Web","No"
"RES09028","CAM03437",567,6,"Standard",10,4796.91,"Booking","No"
"RES09029","CAM00446",111,52,"Deluxe",4,358.58,"Booking","No"
"RES09030","CAM07175",339,88,"Deluxe",2,650.32,"Web","No"
"RES09031","CAM02229",456,34,"Standard",4,689.31,"Call Center","No"
"RES09032","CAM05560",13,16,"Deluxe",6,4349.7,"Expedia","No"
"RES09033","CAM01677",550,17,"Standard",5,2682.36,"Booking","No"
"RES09034","CAM02354",653,10,"Deluxe",7,1174.35,"Expedia","No"
"RES09035","CAM00622",335,75,"Standard",13,2239.89,"Web","Si"
"RES09036","CAM08861",63,9,"Standard",4,1477.99,"App","Si"
"RES09037","CAM09687",208,6,"Standard",4,772.46,"Booking","No"
"RES09038","CAM06064",393,88,"Junior Suite",12,386.48,"Agencia","No"
"RES09039","CAM06650",122,67,"Standard",10,2933.5,"Expedia","No"
"RES09040","CAM01827",308,98,"Junior Suite",11,3983.14,"Booking","No"
"RES09041","CAM09909",637,47,"Deluxe",3,455.95,"Expedia","No"
"RES09042","CAM03988",58,36,"Standard",1,2771.72,"Booking","No"
"RES09043","CAM06295",157,78,"Standard",8,3953.28,"Call Center","No"
"RES09044","CAM08754",397,88,"Deluxe",6,2005.65,"Web","No"
"RES09045","CAM08137",14,19,"Junior Suite",11,3431.65,"App","Si"
"RES09046","CAM04008",349,75,"Deluxe",6,2468.03,"Web","No"
"RES09047","CAM03740",496,65,"Standard",3,941.73,"Expedia","No"
"RES09048","CAM03375",437,13,"Deluxe",10,3877.79,"Web","Si"
"RES09049","CAM03128",233,55,"Standard",9,2843.5,"Agencia","Si"
"RES09050","CAM06488",111,31,"Junior Suite",12,4310.46,"Call Center","No"
"RES09051","CAM04635",458,74,"Deluxe",6,2262.06,"Expedia","No"
"RES09052","CAM06701",150,94,"Junior Suite",1,1725.13,"Web","No"
"RES09053","CAM09436",324,101,"Deluxe",4,354.95,"Web","No"
"RES09054","CAM05051",561,100,"Suite Ejecutiva",8,1337.94,"Web","No"
"RES09055","CAM03102",372,103,"Deluxe",11,408.64,"App","Si"
"RES09056","CAM03986",454,28,"Deluxe",11,3328.13,"Web","No"
"RES09057","CAM00490",85,2,"Deluxe",4,3190.68,"Agencia","No"
"RES09058","CAM08424",349,44,"Standard",2,4872.76,"Web","No"
"RES09059","CAM03296",588,4,"Standard",14,3011.11,"Agencia","No"
"RES09060","CAM06776",212,97,"Deluxe",5,3025.17,"Expedia","No"
"RES09061","CAM06558",650,39,"Standard",11,1700.86,"Agencia","Si"
"RES09062","CAM09057",180,49,"Standard",5,979.81,"Booking","No"
"RES09063","CAM05674",357,29,"Standard",4,2061.04,"Booking","No"
"RES09064","CAM07765",350,87,"Junior Suite",9,1764.34,"Web","No"
"RES09065","CAM02511",632,4,"Suite Ejecutiva",14,3239.53,"Booking","No"
"RES09066","CAM05988",318,7,"Standard",5,1208.12,"Call Center","No"
"RES09067","CAM04164",236,33,"Deluxe",4,3866.8,"Booking","No"
"RES09068","CAM09786",92,104,"Standard",10,3470.41,"Agencia","No"
"RES09069","CAM00523",298,74,"Standard",2,4869.99,"App","No"
"RES09070","CAM08533",369,97,"Standard",14,1914.24,"Agencia","No"
"RES09071","CAM00940",40,63,"Deluxe",5,1044.9,"Web","Si"
"RES09072","CAM02264",172,10,"Standard",8,3835.84,"Call Center","No"
"RES09073","CAM09757",220,8,"Standard",2,3767.51,"Call Center","No"
"RES09074","CAM02604",372,39,"Junior Suite",2,2287.93,"Call Center","No"
"RES09075","CAM04391",301,96,"Junior Suite",12,2401.36,"Web","No"
"RES09076","CAM08207",224,85,"Standard",6,4130.36,"App","No"
"RES09077","CAM03863",563,22,"Deluxe",4,4134.92,"Booking","No"
"RES09078","CAM03450",291,52,"Deluxe",1,3359.83,"App","No"
"RES09079","CAM06682",64,59,"Standard",7,958.99,"Web","No"
"RES09080","CAM01432",382,52,"Deluxe",5,243.05,"Web","No"
"RES09081","CAM07960",108,57,"Deluxe",9,3980.69,"Expedia","No"
"RES09082","CAM08997",28,3,"Standard",7,962.75,"Expedia","No"
"RES09083","CAM04569",364,84,"Deluxe",3,1695.28,"App","No"
"RES09084","CAM05041",103,81,"Suite Ejecutiva",14,2095.26,"Call Center","No"
"RES09085","CAM04411",381,4,"Junior Suite",10,2509.79,"Expedia","Si"
"RES09086","CAM06642",278,86,"Deluxe",3,2268.42,"Web","No"
"RES09087","CAM09929",370,30,"Standard",14,1996.87,"Call Center","No"
"RES09088","CAM08574",386,46,"Deluxe",5,3149.36,"Booking","No"
"RES09089","CAM05022",146,100,"Standard",8,2663.52,"Booking","No"
"RES09090","CAM04634",630,6,"Standard",13,1438.11,"Call Center","No"
"RES09091","CAM07230",200,3,"Standard",9,3742.46,"Web","No"
"RES09092","CAM05799",617,81,"Standard",7,3103.49,"App","Si"
"RES09093","CAM03391",197,36,"Suite Ejecutiva",9,2555.61,"Web","Si"
"RES09094","CAM09350",91,104,"Deluxe",8,3935.43,"Expedia","No"
"RES09095","CAM05820",402,101,"Standard",3,2532.68,"App","No"
"RES09096","CAM07551",587,36,"Standard",4,3019.13,"App","No"
"RES09097","CAM06165",359,20,"Junior Suite",8,366.31,"App","No"
"RES09098","CAM00540",17,70,"Standard",7,3788.09,"Booking","No"
"RES09099","CAM01153",592,6,"Standard",8,3845.44,"Booking","Si"
"RES09100","CAM02134",541,62,"Standard",11,3050.81,"Booking","No"
"RES09101","CAM03155",54,24,"Suite Ejecutiva",7,4510.01,"Agencia","No"
"RES09102","CAM00967",551,2,"Suite Ejecutiva",7,1014.34,"Web","No"
"RES09103","CAM04542",109,86,"Suite Ejecutiva",4,4391.17,"Web","No"
"RES09104","CAM00124",481,53,"Suite Presidencial",9,4438.7,"Call Center","No"
"RES09105","CAM04695",2,61,"Standard",14,154.85,"Expedia","No"
"RES09106","CAM04986",24,73,"Suite Presidencial",10,2834.11,"Booking","No"
"RES09107","CAM04574",206,15,"Standard",8,2613.43,"Agencia","No"
"RES09108","CAM01765",192,27,"Standard",6,1292.95,"App","No"
"RES09109","CAM09259",233,49,"Deluxe",13,1653.5,"Web","No"
"RES09110","CAM00013",134,71,"Standard",10,4371.51,"Web","No"
"RES09111","CAM08305",88,76,"Suite Presidencial",7,2820.5,"Call Center","Si"
"RES09112","CAM00567",617,38,"Standard",11,1638.87,"Web","Si"
"RES09113","CAM04581",539,49,"Standard",13,700.93,"Call Center","No"
"RES09114","CAM03984",494,94,"Suite Presidencial",4,4989.15,"Expedia","No"
"RES09115","CAM01608",378,4,"Suite Ejecutiva",10,3974.73,"App","No"
"RES09116","CAM01392",206,93,"Standard",14,2784.79,"Web","No"
"RES09117","CAM03139",215,31,"Junior Suite",14,4797.95,"Expedia","No"
"RES09118","CAM08342",238,59,"Deluxe",7,2475.89,"Web","No"
"RES09119","CAM09034",54,91,"Suite Presidencial",7,1515.14,"App","No"
"RES09120","CAM08876",159,85,"Standard",2,2331.33,"Web","No"
"RES09121","CAM02159",509,62,"Standard",13,2814.16,"App","No"
"RES09122","CAM08079",140,60,"Deluxe",12,2775.58,"Web","No"
"RES09123","CAM04992",552,78,"Standard",10,991.63,"Web","No"
"RES09124","CAM02652",367,101,"Standard",14,2584.88,"Web","No"
"RES09125","CAM08059",98,75,"Standard",13,4832.07,"Booking","No"
"RES09126","CAM08222",229,30,"Standard",12,2805.69,"Agencia","No"
"RES09127","CAM06636",359,104,"Standard",14,2700.36,"Call Center","No"
"RES09128","CAM02419",375,70,"Deluxe",3,3825.55,"App","No"
"RES09129","CAM08261",440,8,"Suite Presidencial",7,257.83,"Booking","No"
"RES09130","CAM05725",468,38,"Standard",8,3388.18,"App","No"
"RES09131","CAM09360",309,97,"Deluxe",13,1063.44,"Agencia","No"
"RES09132","CAM00528",158,11,"Standard",10,4534.81,"Agencia","No"
"RES09133","CAM09751",353,16,"Standard",13,2825.34,"Agencia","No"
"RES09134","CAM05069",68,64,"Junior Suite",4,2126.83,"Agencia","No"
"RES09135","CAM09439",18,10,"Deluxe",13,3333.47,"Web","No"
"RES09136","CAM04551",581,50,"Junior Suite",8,2927.68,"Expedia","No"
"RES09137","CAM04702",653,47,"Standard",6,896.2,"Web","Si"
"RES09138","CAM08566",360,27,"Standard",2,4894.54,"Booking","No"
"RES09139","CAM02835",177,34,"Standard",6,1972.91,"Call Center","Si"
"RES09140","CAM08721",274,22,"Deluxe",13,1547.52,"Booking","Si"
"RES09141","CAM02958",577,86,"Suite Ejecutiva",14,4963.02,"Expedia","No"
"RES09142","CAM03512",245,80,"Deluxe",9,569.46,"Call Center","No"
"RES09143","CAM02303",274,104,"Standard",6,4491.09,"Web","Si"
"RES09144","CAM08748",118,43,"Deluxe",10,4261.71,"Web","No"
"RES09145","CAM04114",300,60,"Standard",10,681.74,"Agencia","No"
"RES09146","CAM08399",263,105,"Junior Suite",3,4652.31,"Agencia","No"
"RES09147","CAM01666",367,39,"Standard",12,2323.36,"Booking","Si"
"RES09148","CAM06061",427,2,"Standard",4,4922.05,"Web","Si"
"RES09149","CAM08111",282,25,"Junior Suite",10,4284.96,"App","No"
"RES09150","CAM09539",591,86,"Suite Ejecutiva",7,661.27,"Web","No"
"RES09151","CAM08807",270,50,"Standard",7,4813.33,"Web","No"
"RES09152","CAM08217",254,70,"Suite Presidencial",7,2689.49,"Web","No"
"RES09153","CAM09315",305,3,"Deluxe",6,2725.14,"Agencia","No"
"RES09154","CAM01781",155,1,"Standard",4,4056.58,"Agencia","No"
"RES09155","CAM01222",437,22,"Suite Ejecutiva",4,3621.54,"App","No"
"RES09156","CAM04895",301,72,"Standard",6,3859.87,"Web","No"
"RES09157","CAM03026",85,34,"Deluxe",14,772.29,"Web","Si"
"RES09158","CAM04709",219,24,"Standard",13,151.11,"App","No"
"RES09159","CAM00723",119,2,"Junior Suite",11,3876.61,"Web","No"
"RES09160","CAM06317",520,38,"Junior Suite",9,1850.79,"Booking","Si"
"RES09161","CAM09791",492,31,"Deluxe",6,3023.76,"Booking","No"
"RES09162","CAM09959",172,50,"Deluxe",12,2016.51,"App","No"
"RES09163","CAM05877",448,61,"Junior Suite",4,745.76,"App","No"
"RES09164","CAM09456",144,93,"Standard",7,644.5,"Web","No"
"RES09165","CAM01130",154,57,"Standard",5,4630.37,"Web","No"
"RES09166","CAM07021",315,7,"Suite Ejecutiva",7,4571.87,"Web","Si"
"RES09167","CAM03521",610,79,"Standard",10,4532.31,"Booking","No"
"RES09168","CAM06601",559,84,"Deluxe",4,998.6,"App","No"
"RES09169","CAM02698",89,84,"Deluxe",11,1793.11,"App","No"
"RES09170","CAM01569",25,78,"Junior Suite",4,3882.37,"App","Si"
"RES09171","CAM02076",183,15,"Standard",2,389.41,"Web","No"
"RES09172","CAM09504",135,51,"Junior Suite",14,2847.09,"Booking","No"
"RES09173","CAM03097",402,29,"Standard",3,4031.96,"Web","No"
"RES09174","CAM00297",29,21,"Deluxe",10,2275.49,"Agencia","No"
"RES09175","CAM05111",121,94,"Standard",10,347.25,"App","Si"
"RES09176","CAM00967",108,96,"Deluxe",9,652.96,"Web","No"
"RES09177","CAM01440",265,46,"Standard",10,963.36,"Booking","Si"
"RES09178","CAM02401",597,24,"Standard",13,4850.43,"Agencia","Si"
"RES09179","CAM04241",133,104,"Standard",12,1883.27,"Expedia","No"
"RES09180","CAM05169",105,28,"Standard",9,328.13,"Expedia","No"
"RES09181","CAM07226",456,42,"Standard",6,4096.98,"Booking","No"
"RES09182","CAM01357",638,74,"Deluxe",14,2581.71,"Web","No"
"RES09183","CAM03058",402,44,"Suite Ejecutiva",5,3823.12,"Web","No"
"RES09184","CAM08349",301,41,"Junior Suite",6,2531.93,"Booking","Si"
"RES09185","CAM02894",444,4,"Deluxe",14,1554.91,"App","Si"
"RES09186","CAM08528",183,58,"Deluxe",6,1021.34,"App","Si"
"RES09187","CAM00309",34,64,"Standard",9,3564.33,"Web","No"
"RES09188","CAM00737",251,54,"Standard",13,4131.15,"Booking","No"
"RES09189","CAM07313",250,49,"Deluxe",2,3348.4,"Web","No"
"RES09190","CAM08586",432,69,"Deluxe",7,1663.85,"Web","No"
"RES09191","CAM09373",146,33,"Deluxe",10,1288.51,"Web","No"
"RES09192","CAM03809",356,48,"Junior Suite",7,1669.37,"Call Center","No"
"RES09193","CAM00381",161,48,"Standard",5,2660.84,"Booking","No"
"RES09194","CAM01989",317,86,"Standard",1,497.8,"Web","No"
"RES09195","CAM01139",387,43,"Standard",4,4741.21,"Web","No"
"RES09196","CAM05774",173,105,"Junior Suite",2,833.33,"Booking","Si"
"RES09197","CAM00703",542,67,"Standard",4,4086.69,"Call Center","Si"
"RES09198","CAM00627",55,73,"Standard",5,4793.97,"Web","No"
"RES09199","CAM02108",160,58,"Standard",14,915.57,"Web","Si"
"RES09200","CAM00666",476,26,"Standard",12,3523.43,"App","No"
"RES09201","CAM04038",431,51,"Junior Suite",3,4563.81,"Call Center","No"
"RES09202","CAM04494",643,25,"Deluxe",8,4369.14,"Expedia","No"
"RES09203","CAM03886",492,64,"Standard",3,669.49,"Web","No"
"RES09204","CAM06024",234,31,"Standard",8,4992.26,"App","No"
"RES09205","CAM07541",367,86,"Suite Ejecutiva",12,3994.1,"Call Center","No"
"RES09206","CAM07076",320,31,"Junior Suite",5,2018.1,"Booking","No"
"RES09207","CAM08471",64,70,"Deluxe",11,3971.08,"Agencia","No"
"RES09208","CAM00558",557,24,"Standard",8,610.01,"Booking","No"
"RES09209","CAM00259",584,6,"Standard",5,4589.49,"Booking","No"
"RES09210","CAM00475",28,25,"Deluxe",11,4927.65,"App","Si"
"RES09211","CAM00326",259,63,"Standard",9,2581.55,"App","No"
"RES09212","CAM09305",519,19,"Standard",7,3857.38,"Booking","No"
"RES09213","CAM00003",97,25,"Suite Presidencial",5,4552.6,"Expedia","Si"
"RES09214","CAM09495",209,63,"Standard",13,3428.87,"Expedia","No"
"RES09215","CAM08401",380,15,"Junior Suite",10,364.47,"Web","No"
"RES09216","CAM01317",234,83,"Standard",13,3580.18,"App","No"
"RES09217","CAM07032",124,44,"Junior Suite",13,1650.82,"Web","No"
"RES09218","CAM09841",508,98,"Standard",2,4479.51,"App","Si"
"RES09219","CAM02380",328,37,"Standard",4,1349.96,"Agencia","No"
"RES09220","CAM04689",511,95,"Suite Ejecutiva",5,1176.37,"Web","No"
"RES09221","CAM01774",307,95,"Junior Suite",2,489.94,"Expedia","No"
"RES09222","CAM05906",242,44,"Deluxe",2,4544.39,"Agencia","No"
"RES09223","CAM02290",112,79,"Deluxe",13,4225.5,"Agencia","No"
"RES09224","CAM06474",554,74,"Standard",9,4186.75,"Call Center","No"
"RES09225","CAM02035",492,94,"Deluxe",5,1582.61,"Expedia","No"
"RES09226","CAM02548",463,103,"Standard",1,3676.94,"Expedia","No"
"RES09227","CAM00697",592,9,"Deluxe",14,177.53,"Call Center","No"
"RES09228","CAM04557",37,48,"Suite Ejecutiva",12,4449.2,"Booking","No"
"RES09229","CAM09210",492,80,"Standard",5,3188.97,"Web","Si"
"RES09230","CAM05402",42,59,"Deluxe",10,1859.14,"Booking","No"
"RES09231","CAM03938",345,28,"Standard",3,2132.05,"Web","Si"
"RES09232","CAM05274",241,76,"Deluxe",7,4961.76,"Web","No"
"RES09233","CAM01272",312,55,"Deluxe",8,4284.86,"Booking","No"
"RES09234","CAM02070",210,5,"Suite Presidencial",3,547.86,"App","No"
"RES09235","CAM02216",444,97,"Suite Ejecutiva",2,4134.24,"Agencia","No"
"RES09236","CAM02870",14,21,"Deluxe",4,4356.3,"Web","No"
"RES09237","CAM02418",518,18,"Standard",2,1477.4,"App","Si"
"RES09238","CAM00857",408,13,"Suite Ejecutiva",10,4625.22,"Web","No"
"RES09239","CAM03643",373,102,"Suite Ejecutiva",2,890.73,"App","No"
"RES09240","CAM08718",189,31,"Standard",13,2027.55,"Booking","No"
"RES09241","CAM02580",263,22,"Deluxe",8,867.54,"Call Center","No"
"RES09242","CAM05839",522,17,"Standard",6,1369.22,"Expedia","No"
"RES09243","CAM07981",55,40,"Deluxe",14,4040.31,"Web","No"
"RES09244","CAM01401",237,93,"Suite Ejecutiva",4,4361.6,"Booking","No"
"RES09245","CAM02844",60,30,"Standard",3,1949.69,"Web","No"
"RES09246","CAM00070",425,80,"Standard",12,883.59,"App","No"
"RES09247","CAM06320",130,101,"Deluxe",7,2175.36,"Booking","No"
"RES09248","CAM08929",201,53,"Deluxe",11,3934.16,"Expedia","No"
"RES09249","CAM08317",517,58,"Deluxe",12,602.41,"App","No"
"RES09250","CAM06765",423,79,"Standard",9,4736.31,"Web","No"
"RES09251","CAM05062",169,66,"Suite Ejecutiva",7,1001.38,"Call Center","No"
"RES09252","CAM08144",260,97,"Deluxe",9,2662.7,"Expedia","No"
"RES09253","CAM03229",63,87,"Suite Presidencial",10,1229.17,"App","No"
"RES09254","CAM09229",86,45,"Deluxe",1,4407.41,"Web","No"
"RES09255","CAM08421",194,37,"Deluxe",10,3270.26,"Web","No"
"RES09256","CAM02760",61,103,"Standard",7,2479.98,"Expedia","No"
"RES09257","CAM04452",607,44,"Standard",9,1803.23,"App","No"
"RES09258","CAM09874",395,105,"Standard",2,122.96,"Web","No"
"RES09259","CAM08009",23,59,"Suite Ejecutiva",12,2977.84,"App","No"
"RES09260","CAM07529",173,74,"Standard",13,4094.7,"Web","No"
"RES09261","CAM00123",56,33,"Standard",4,3530.11,"Web","Si"
"RES09262","CAM06364",442,54,"Suite Presidencial",4,4134.88,"Web","No"
"RES09263","CAM09421",263,102,"Standard",5,3600.93,"Call Center","Si"
"RES09264","CAM07867",602,98,"Standard",11,2867.56,"Booking","No"
"RES09265","CAM04448",441,77,"Standard",2,3070.73,"Web","No"
"RES09266","CAM06004",167,95,"Junior Suite",13,4467.96,"App","No"
"RES09267","CAM01996",27,70,"Suite Ejecutiva",11,1391.78,"Booking","No"
"RES09268","CAM07555",257,69,"Junior Suite",6,4101.29,"App","No"
"RES09269","CAM07442",36,11,"Standard",11,3304.25,"Web","No"
"RES09270","CAM09339",99,89,"Junior Suite",8,4615.09,"Booking","No"
"RES09271","CAM01640",355,33,"Standard",3,4933.37,"Web","No"
"RES09272","CAM05550",450,99,"Junior Suite",8,4574.52,"App","No"
"RES09273","CAM00659",246,61,"Standard",10,3530.83,"App","No"
"RES09274","CAM04703",29,72,"Deluxe",10,2565.41,"Agencia","Si"
"RES09275","CAM07952",497,70,"Junior Suite",3,3640.23,"Booking","No"
"RES09276","CAM04259",454,60,"Suite Presidencial",5,1409.87,"Agencia","No"
"RES09277","CAM07016",530,34,"Standard",11,265.23,"Web","No"
"RES09278","CAM08020",294,93,"Standard",13,4275.72,"Web","No"
"RES09279","CAM05623",282,81,"Suite Ejecutiva",10,1134.37,"Web","No"
"RES09280","CAM06054",108,11,"Suite Ejecutiva",3,938.77,"App","No"
"RES09281","CAM05493",235,60,"Standard",2,495.62,"App","No"
"RES09282","CAM02064",494,7,"Junior Suite",5,3475.97,"Web","Si"
"RES09283","CAM04269",401,15,"Deluxe",12,1626.81,"Agencia","No"
"RES09284","CAM08979",73,33,"Junior Suite",12,2840.93,"Web","No"
"RES09285","CAM04354",295,57,"Suite Ejecutiva",5,4501.46,"Web","No"
"RES09286","CAM01363",161,101,"Standard",1,1205.3,"Web","No"
"RES09287","CAM05526",136,69,"Deluxe",10,3155.13,"Web","No"
"RES09288","CAM02111",426,51,"Standard",10,1028.42,"Expedia","No"
"RES09289","CAM09643",593,32,"Deluxe",10,2019.31,"Expedia","No"
"RES09290","CAM06748",342,11,"Standard",10,3139.97,"App","Si"
"RES09291","CAM05081",602,40,"Suite Presidencial",11,4021,"Booking","No"
"RES09292","CAM05708",390,82,"Deluxe",7,612.46,"Web","No"
"RES09293","CAM05317",192,91,"Standard",9,3368.4,"App","Si"
"RES09294","CAM05190",18,1,"Deluxe",4,3155.91,"Expedia","Si"
"RES09295","CAM08143",456,97,"Deluxe",14,2772.48,"Call Center","No"
"RES09296","CAM05712",198,5,"Standard",5,4411.58,"Booking","No"
"RES09297","CAM03051",396,29,"Junior Suite",8,1512.45,"Web","No"
"RES09298","CAM04706",619,69,"Standard",8,3851.04,"Call Center","No"
"RES09299","CAM03785",241,77,"Standard",4,3334.92,"App","Si"
"RES09300","CAM02229",140,83,"Standard",5,3719.59,"App","No"
"RES09301","CAM00229",329,91,"Deluxe",8,1085.77,"Expedia","No"
"RES09302","CAM08520",516,37,"Deluxe",2,2938.35,"Booking","No"
"RES09303","CAM02427",304,21,"Deluxe",14,2390.18,"App","No"
"RES09304","CAM00527",604,29,"Standard",11,2260.75,"Web","No"
"RES09305","CAM05998",237,6,"Standard",2,1638,"Expedia","No"
"RES09306","CAM01204",63,24,"Standard",1,1070.86,"Web","No"
"RES09307","CAM03039",43,58,"Standard",3,962.12,"Web","Si"
"RES09308","CAM09934",576,21,"Junior Suite",6,4891.67,"Web","Si"
"RES09309","CAM03006",458,64,"Junior Suite",9,3762.46,"App","No"
"RES09310","CAM08162",424,96,"Deluxe",2,835.11,"Call Center","No"
"RES09311","CAM06440",234,44,"Deluxe",13,3871.81,"Call Center","Si"
"RES09312","CAM06498",265,7,"Suite Presidencial",1,2119.57,"App","No"
"RES09313","CAM03136",288,102,"Standard",10,3587.55,"Web","No"
"RES09314","CAM08222",359,83,"Deluxe",8,1078.96,"Web","No"
"RES09315","CAM08245",273,78,"Standard",3,441.06,"Booking","No"
"RES09316","CAM04285",476,15,"Standard",3,410.41,"Web","No"
"RES09317","CAM04141",509,3,"Standard",10,226.67,"Web","No"
"RES09318","CAM05091",608,46,"Standard",5,2488.23,"Booking","No"
"RES09319","CAM00207",431,63,"Standard",4,3280.59,"Web","No"
"RES09320","CAM07932",341,82,"Deluxe",2,1999.93,"Agencia","No"
"RES09321","CAM07447",393,65,"Deluxe",5,1577.65,"Agencia","Si"
"RES09322","CAM08094",405,54,"Junior Suite",12,3615.28,"Web","No"
"RES09323","CAM06823",491,76,"Junior Suite",1,1093.07,"Expedia","No"
"RES09324","CAM01074",617,105,"Deluxe",2,2419.51,"Web","No"
"RES09325","CAM04673",423,80,"Standard",14,2498.2,"App","No"
"RES09326","CAM08053",444,6,"Junior Suite",6,3117.91,"Web","No"
"RES09327","CAM02119",419,91,"Deluxe",10,3019.46,"Booking","No"
"RES09328","CAM08207",464,83,"Standard",5,1406.84,"Booking","No"
"RES09329","CAM05439",524,12,"Deluxe",8,4127.34,"App","No"
"RES09330","CAM09161",283,102,"Junior Suite",3,222.34,"Expedia","No"
"RES09331","CAM00454",359,11,"Deluxe",12,1857.89,"App","No"
"RES09332","CAM01339",20,74,"Standard",11,4591.46,"Call Center","No"
"RES09333","CAM03331",504,35,"Standard",7,2560.32,"Agencia","No"
"RES09334","CAM08996",202,49,"Standard",11,1229.63,"Agencia","No"
"RES09335","CAM04502",356,84,"Deluxe",13,1725.78,"App","Si"
"RES09336","CAM00500",25,87,"Standard",3,3733.05,"Call Center","No"
"RES09337","CAM07877",105,91,"Junior Suite",3,2150.32,"Expedia","Si"
"RES09338","CAM01551",289,102,"Junior Suite",10,4745.73,"Call Center","No"
"RES09339","CAM02058",490,70,"Deluxe",4,1729.28,"Web","No"
"RES09340","CAM06268",654,28,"Junior Suite",1,4225.63,"App","No"
"RES09341","CAM02212",81,27,"Suite Ejecutiva",7,1387.16,"Web","No"
"RES09342","CAM06677",175,74,"Junior Suite",3,1890.61,"Call Center","No"
"RES09343","CAM09071",365,47,"Junior Suite",6,1955.14,"Booking","No"
"RES09344","CAM01383",355,54,"Deluxe",6,4190.89,"Agencia","Si"
"RES09345","CAM09257",522,85,"Deluxe",7,1386.19,"Web","Si"
"RES09346","CAM07510",496,45,"Suite Ejecutiva",2,3492.86,"Expedia","Si"
"RES09347","CAM07589",11,96,"Standard",3,648.03,"Booking","No"
"RES09348","CAM07990",303,96,"Standard",9,4521.22,"Web","No"
"RES09349","CAM03401",545,6,"Junior Suite",9,539.1,"App","No"
"RES09350","CAM01742",317,18,"Junior Suite",6,3755.29,"Agencia","No"
"RES09351","CAM05505",347,70,"Standard",10,4217.33,"App","No"
"RES09352","CAM08764",185,94,"Junior Suite",5,3632.82,"Call Center","No"
"RES09353","CAM07682",390,40,"Standard",8,4798.68,"Expedia","No"
"RES09354","CAM02436",88,39,"Standard",8,3927.82,"Booking","No"
"RES09355","CAM07839",148,55,"Suite Ejecutiva",6,484.92,"Expedia","No"
